restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,clean_name
The Lobby Lounge - The Ritz-Carlton,casual dining,4.1,28,2000.0,No,No,beverages,brigade road,residency road,The Lobby Lounge - The Ritz-Carlton
The Local,"pub, casual dining",4.2,1196,1400.0,Yes,Yes,"finger food, continental, italian, salad",kalyan nagar,kalyan nagar,The Local
The Local - Burger Bar,"pub, casual dining",3.8,152,1500.0,No,No,"american, pizza, burger",koramangala 4th block,koramangala 6th block,The Local - Burger Bar
The Local - Terrace Drinkery,"pub, casual dining",4.0,1408,1000.0,No,No,"continental, american, pizza, bbq",koramangala 4th block,koramangala 6th block,The Local - Terrace Drinkery
The London Curry House - The Royale Senate Hotel,"casual dining, bar",4.5,3953,1300.0,No,No,"pizza, north indian, modern indian",malleshwaram,race course road,The London Curry House - The Royale Senate Hotel
The London Shakes,beverage shop,2.8,40,400.0,Yes,No,"beverages, fast food",koramangala 4th block,btm,The London Shakes
The Lounge - Eden Park Restaurants,lounge,3.7,151,1350.0,No,Yes,"north indian, afghani",basavanagudi,jayanagar,The Lounge - Eden Park Restaurants
The Lounge - The Chancery Pavilion,casual dining,3.7,34,2000.0,No,No,"chinese, north indian, south indian",brigade road,residency road,The Lounge - The Chancery Pavilion
The Lovin' Oven Cakery,bakery,3.5,11,500.0,No,No,"bakery, desserts",frazer town,banaswadi,The Lovin' Oven Cakery
The Mad Teapot,cafe,4.1,287,850.0,No,Yes,cafe,indiranagar,indiranagar,The Mad Teapot
The Magic Chef,quick bites,3.7,28,300.0,No,No,"north indian, chinese",electronic city,electronic city,The Magic Chef
The Mangalorean,casual dining,4.1,229,550.0,Yes,Yes,"konkan, mangalorean, seafood",frazer town,kammanahalli,The Mangalorean
The Maori - Aurick Boutique Hotel,casual dining,3.5,44,1000.0,No,No,"chinese, north indian",jayanagar,jp nagar,The Maori - Aurick Boutique Hotel
The Marash,dessert parlor,4.3,62,250.0,Yes,No,"turkish, desserts","byresandra,tavarekere,madiwala",koramangala 5th block,The Marash
The Marina,casual dining,4.4,542,1200.0,No,No,"seafood, continental, north indian, south indian",indiranagar,indiranagar,The Marina
The Market - The Ritz-Carlton,fine dining,4.3,612,3400.0,No,Yes,"north indian, european, thai",brigade road,residency road,The Market - The Ritz-Carlton
The Meal Story,casual dining,4.1,262,700.0,Yes,No,"north indian, street food",sarjapur road,sarjapur road,The Meal Story
The Midnight Kitchen,delivery,3.8,72,250.0,Yes,No,"continental, chinese",koramangala 4th block,koramangala 8th block,The Midnight Kitchen
The Milkshake Co and More,"takeaway, delivery",2.8,40,250.0,Yes,No,"beverages, desserts, fast food",electronic city,south bangalore,The Milkshake Co and More
The Milkshake Theory,beverage shop,2.8,40,400.0,Yes,No,"beverages, fast food",whitefield,whitefield,The Milkshake Theory
The Mint Resto Bar,"casual dining, bar",2.6,62,1000.0,No,Yes,"north indian, chinese, andhra",marathahalli,marathahalli,The Mint Resto Bar
The Mirchi,"takeaway, delivery",3.3,22,400.0,Yes,No,"chinese, north indian, bengali",electronic city,electronic city,The Mirchi
The Modak,quick bites,3.6,18,400.0,Yes,No,"north indian, street food, desserts, chinese",bellandur,bellandur,The Modak
The Momo Farm,quick bites,3.7,25,300.0,Yes,No,"chinese, tibetan",new bel road,jalahalli,The Momo Farm
The Monalisa Restaurant,quick bites,3.3,4,300.0,Yes,No,chinese,"byresandra,tavarekere,madiwala",koramangala 5th block,The Monalisa Restaurant
The Mughal's,quick bites,3.7,89,400.0,Yes,No,"mughlai, north indian, chinese",brigade road,frazer town,The Mughal's
The Munch Box,quick bites,2.8,40,300.0,No,No,"american, chinese","byresandra,tavarekere,madiwala",hsr,The Munch Box
The Mylapore Cafe,quick bites,3.7,23,150.0,No,No,south indian,koramangala 4th block,koramangala 1st block,The Mylapore Cafe
The Nest - The Den Bengaluru,"bar, casual dining",3.4,13,1500.0,No,No,"finger food, north indian, continental",whitefield,"itpl main road, whitefield",The Nest - The Den Bengaluru
The Night King,"takeaway, delivery",3.3,4,400.0,No,No,"north indian, chinese","byresandra,tavarekere,madiwala",koramangala 7th block,The Night King
The Night Watch Express,"takeaway, delivery",3.0,53,500.0,Yes,No,"north indian, chinese","byresandra,tavarekere,madiwala",koramangala 1st block,The Night Watch Express
The North and South Restaurant,"takeaway, delivery",3.2,15,400.0,Yes,No,"north indian, chinese, south indian",brookefield,whitefield,The North and South Restaurant
The Nosh House,delivery,4.3,220,600.0,Yes,No,"american, italian, bakery, desserts, sandwich, beverages, salad, rolls",bellandur,sarjapur road,The Nosh House
The Nourished Kitchen,delivery,3.5,40,400.0,No,No,"asian, continental, healthy food",koramangala 6th block,btm,The Nourished Kitchen
The Ocean Kitchen,quick bites,2.8,40,200.0,No,No,"north indian, chinese, seafood, south indian",bannerghatta road,bannerghatta road,The Ocean Kitchen
The Old Fashioned Bar,bar,4.5,569,1000.0,No,Yes,"finger food, north indian, continental",koramangala 4th block,koramangala 6th block,The Old Fashioned Bar
The Only Place,casual dining,4.2,2923,1000.0,Yes,Yes,"italian, american, steak, continental, bbq, salad",brigade road,church street,The Only Place
The Onyx - The HHI Select Bengaluru,casual dining,3.3,177,950.0,No,No,"north indian, chinese, continental",bannerghatta road,jp nagar,The Onyx - The HHI Select Bengaluru
The Open Box,"casual dining, bar",4.2,2270,1400.0,Yes,Yes,"european, north indian, mediterranean, asian, salad",brigade road,st. marks road,The Open Box
The Open Cafe,cafe,3.7,15,500.0,Yes,No,"cafe, chinese, continental","byresandra,tavarekere,madiwala",hsr,The Open Cafe
The Orchard,casual dining,4.0,672,900.0,Yes,Yes,north indian,malleshwaram,sadashiv nagar,The Orchard
The Orchid,casual dining,3.7,55,1400.0,No,No,"north indian, continental",rajajinagar,majestic,The Orchid
The Oriental Spice - Ashraya Hotel,casual dining,3.8,159,1300.0,Yes,No,"chinese, thai, indonesian",residency road,infantry road,The Oriental Spice - Ashraya Hotel
The Original Bistro,casual dining,4.1,71,600.0,No,No,"italian, beverages",kalyan nagar,kalyan nagar,The Original Bistro
The Pakoda Shop,delivery,3.4,12,150.0,Yes,No,street food,kalyan nagar,kalyan nagar,The Pakoda Shop
The Pallavas ( Authentic Taste Of Southern Cuisine ),quick bites,3.7,24,400.0,Yes,No,south indian,brookefield,brookefield,The Pallavas ( Authentic Taste Of Southern Cuisine )
The Pallet,"microbrewery, pub",4.5,2745,1600.0,No,Yes,"continental, mediterranean, italian, north indian, finger food, asian, momos",whitefield,whitefield,The Pallet
The Pancake Story,dessert parlor,4.6,117,300.0,Yes,No,"desserts, beverages","byresandra,tavarekere,madiwala",koramangala 1st block,The Pancake Story
The Paramount Hotel,casual dining,2.9,319,1000.0,Yes,No,"north indian, chinese, kerala, mughlai, arabian, beverages",indiranagar,domlur,The Paramount Hotel
The Paratha Company,delivery,4.2,402,400.0,Yes,No,north indian,brookefield,whitefield,The Paratha Company
The Paratha Stories,delivery,3.3,35,400.0,Yes,No,north indian,bellandur,koramangala 1st block,The Paratha Stories
The Paratha Studio,quick bites,2.8,40,200.0,No,No,north indian,sarjapur road,bellandur,The Paratha Studio
The Park East 01,casual dining,3.8,53,750.0,No,No,"north indian, chinese",malleshwaram,race course road,The Park East 01
The Park Inn Restaurant,quick bites,3.0,18,450.0,No,No,"north indian, chinese",bannerghatta road,bannerghatta road,The Park Inn Restaurant
The Parotta Master,delivery,2.9,43,400.0,Yes,No,south indian,indiranagar,jeevan bhima nagar,The Parotta Master
The Parrot House,quick bites,2.8,40,200.0,No,No,"north indian, sandwich, beverages",whitefield,whitefield,The Parrot House
The Pastry House,bakery,3.8,60,400.0,Yes,No,"bakery, desserts",electronic city,electronic city,The Pastry House
The Pastry Inn,bakery,3.5,24,300.0,Yes,No,bakery,malleshwaram,sanjay nagar,The Pastry Inn
The Pavillion,casual dining,2.7,43,1000.0,No,No,"north indian, continental, south indian, chinese",bannerghatta road,jp nagar,The Pavillion
The Perfect Stop,quick bites,3.5,11,300.0,No,No,"italian, fast food, pizza",lavelle road,shanti nagar,The Perfect Stop
The Permit Room,"casual dining, bar",4.5,1573,1500.0,No,No,south indian,brigade road,brigade road,The Permit Room
The Persian Terrace - Sheraton Grand Bangalore Hotel...,fine dining,4.2,563,2500.0,No,Yes,"lebanese, mediterranean, afghan",malleshwaram,malleshwaram,The Persian Terrace - Sheraton Grand Bangalore Hotel...
The Pipe Rack,casual dining,3.7,38,700.0,No,No,cafe,kammanahalli,kalyan nagar,The Pipe Rack
The Pizza Bakery,casual dining,4.8,1724,1200.0,Yes,Yes,"italian, pizza, beverages",indiranagar,indiranagar,The Pizza Bakery
The Pizzeria,casual dining,2.8,45,800.0,Yes,No,"pizza, italian, salad",banashankari,banashankari,The Pizzeria
The Platonic Cafe,cafe,2.8,40,500.0,Yes,No,"cafe, beverages",electronic city,electronic city,The Platonic Cafe
The Podium Sports Bar,bar,3.8,24,1200.0,No,No,finger food,brookefield,marathahalli,The Podium Sports Bar
The Pump House,microbrewery,4.3,680,1500.0,No,No,"continental, finger food",jp nagar,jp nagar,The Pump House
The Punjabi,casual dining,2.9,32,550.0,Yes,No,"north indian, mughlai, biryani, chinese",bellandur,bellandur,The Punjabi
The Punjabi Bites,quick bites,3.9,82,150.0,No,No,north indian,indiranagar,old airport road,The Punjabi Bites
The Punjabi Park,casual dining,3.5,31,500.0,Yes,No,north indian,whitefield,whitefield,The Punjabi Park
The Punjabi Rasoi,casual dining,2.8,40,800.0,No,No,north indian,bannerghatta road,jp nagar,The Punjabi Rasoi
The Purple Pan,casual dining,4.1,500,600.0,Yes,No,"north indian, chinese",malleshwaram,rajajinagar,The Purple Pan
The Raj Pavilion - ITC Windsor,fine dining,4.2,371,2400.0,No,Yes,"north indian, continental, asian",malleshwaram,sankey road,The Raj Pavilion - ITC Windsor
The Rasaganga,casual dining,3.6,409,500.0,Yes,No,"south indian, north indian, chinese, street food",sarjapur road,bellandur,The Rasaganga
The Rasoi,casual dining,3.7,33,650.0,No,No,"north indian, chinese, hyderabadi",malleshwaram,seshadripuram,The Rasoi
The Rasoiya Street,casual dining,4.1,1318,800.0,Yes,Yes,"north indian, continental, mediterranean, chinese","byresandra,tavarekere,madiwala",hsr,The Rasoiya Street
The Red Lantern,casual dining,3.7,82,800.0,Yes,No,"chinese, momos",kammanahalli,banaswadi,The Red Lantern
The Red Tandoor,quick bites,3.2,6,400.0,Yes,No,"chinese, north indian",marathahalli,marathahalli,The Red Tandoor
The Rendezvous,casual dining,3.7,483,800.0,Yes,No,"continental, steak, chinese, salad, desserts, seafood, italian","byresandra,tavarekere,madiwala",koramangala 4th block,The Rendezvous
The Rennan's Cafe,quick bites,2.9,48,250.0,Yes,No,"chinese, fast food, momos",frazer town,kammanahalli,The Rennan's Cafe
The Reservoire,"bar, casual dining",4.5,2540,1300.0,No,Yes,"continental, north indian, chinese, american, pizza, finger food","byresandra,tavarekere,madiwala",koramangala 5th block,The Reservoire
The Restaurant,casual dining,3.7,23,1200.0,No,No,"continental, chinese, north indian",brookefield,marathahalli,The Restaurant
The Restaurant - Coorg,casual dining,4.3,504,1100.0,No,Yes,south indian,indiranagar,indiranagar,The Restaurant - Coorg
The Retro,quick bites,3.2,47,300.0,Yes,No,"chinese, burger","byresandra,tavarekere,madiwala",koramangala 7th block,The Retro
The Rice Bowl,"casual dining, bar",4.3,500,1300.0,Yes,Yes,"chinese, momos",brigade road,lavelle road,The Rice Bowl
The Rice Company,delivery,2.8,40,500.0,No,No,north indian,marathahalli,marathahalli,The Rice Company
The Rich Crust,cafe,3.8,43,600.0,Yes,No,"cafe, european, continental",new bel road,sahakara nagar,The Rich Crust
THE RIG,"microbrewery, casual dining",4.3,1585,1500.0,No,Yes,"continental, finger food, pizza",bellandur,sarjapur road,THE RIG
The Ritz-Carlton Bar - The Ritz-Carlton,lounge,4.0,93,2000.0,No,No,finger food,brigade road,residency road,The Ritz-Carlton Bar - The Ritz-Carlton
The Roastery,cafe,4.3,167,500.0,No,No,cafe,kalyan nagar,kalyan nagar,The Roastery
The Rogue Elephant,casual dining,4.3,1037,1000.0,No,Yes,"desserts, asian, beverages",basavanagudi,basavanagudi,The Rogue Elephant
The Rolling Pin,"bakery, dessert parlor",4.0,74,400.0,No,No,"bakery, desserts",indiranagar,indiranagar,The Rolling Pin
The RoofTop,casual dining,3.3,4,1000.0,No,No,"north indian, asian, mediterranean",brigade road,st. marks road,The RoofTop
The Royal Corner - Pai Viceroy,casual dining,4.2,815,900.0,Yes,Yes,"north indian, chinese",banashankari,jayanagar,The Royal Corner - Pai Viceroy
The Salad Studio,cafe,4.0,107,400.0,Yes,No,"cafe, healthy food, salad",bellandur,bellandur,The Salad Studio
The Salt Grill - Hilton Bangalore Embassy Golflinks,fine dining,4.1,94,3000.0,No,Yes,"european, mediterranean, salad",koramangala 4th block,domlur,The Salt Grill - Hilton Bangalore Embassy Golflinks
The Sanctuary,cafe,3.9,61,450.0,No,No,"cafe, fast food",frazer town,banaswadi,The Sanctuary
The Sandesh Factory,sweet shop,3.2,4,150.0,No,No,"mithai, desserts",bannerghatta road,bannerghatta road,The Sandesh Factory
The Sandwich Club,quick bites,3.9,88,250.0,Yes,No,fast food,"byresandra,tavarekere,madiwala",hsr,The Sandwich Club
The Second Wife,casual dining,3.7,68,800.0,Yes,No,"south indian, andhra, biryani",kalyan nagar,hennur,The Second Wife
The Shake Factory Originals,"beverage shop, quick bites",3.3,8,200.0,No,No,"beverages, fast food",bannerghatta road,bannerghatta road,The Shake Factory Originals
The Shawarma Inc,quick bites,3.3,94,200.0,Yes,No,"arabian, fast food","byresandra,tavarekere,madiwala",koramangala 5th block,The Shawarma Inc
The Shawarma Shop,quick bites,2.8,40,250.0,No,No,arabian,hsr,koramangala 4th block,The Shawarma Shop
The Sip Shop,quick bites,2.8,40,200.0,Yes,No,"pizza, beverages, ice cream",banashankari,basavanagudi,The Sip Shop
The Sky Lounge - Tamarind Hospitality,bar,3.7,40,1200.0,No,No,"north indian, south indian, chinese, continental",kalyan nagar,banaswadi,The Sky Lounge - Tamarind Hospitality
The Smoke Co.,casual dining,4.3,516,2500.0,Yes,Yes,"american, european","byresandra,tavarekere,madiwala",koramangala 6th block,The Smoke Co.
The Sofraah Kebabs & Kurries - Eden Park Restaurants,casual dining,3.8,176,1350.0,No,Yes,"north indian, afghan",jayanagar,jayanagar,The Sofraah Kebabs & Kurries - Eden Park Restaurants
The Souk,cafe,3.7,66,800.0,Yes,No,"cafe, mediterranean, italian, pizza, continental",brigade road,ulsoor,The Souk
The South,quick bites,3.7,21,200.0,No,No,south indian,whitefield,whitefield,The South
The Spice Bazaar,"casual dining, bar",4.2,332,1000.0,No,Yes,"north indian, mughlai",brigade road,lavelle road,The Spice Bazaar
The Spice Box,casual dining,3.6,30,800.0,No,No,"north indian, south indian",indiranagar,old airport road,The Spice Box
The Spice Factory,casual dining,3.1,29,550.0,Yes,No,"north indian, mughlai, chinese",hsr,hsr,The Spice Factory
The Spice Pavillion,casual dining,3.7,125,600.0,Yes,No,north indian,brookefield,marathahalli,The Spice Pavillion
The Spice Saga,casual dining,3.7,124,750.0,Yes,No,"biryani, north indian, chinese, seafood",banashankari,kumaraswamy layout,The Spice Saga
The Spicy Kitchen,quick bites,3.1,17,300.0,Yes,No,"arabian, rolls",old airport road,thippasandra,The Spicy Kitchen
The Square - Novotel,fine dining,4.3,760,2500.0,No,Yes,"continental, north indian, japanese, italian",bellandur,marathahalli,The Square - Novotel
The Square Table,casual dining,4.2,560,1000.0,Yes,Yes,"north indian, maharashtrian, south indian",brookefield,whitefield,The Square Table
The Story Wall Bistro,casual dining,3.7,18,600.0,No,No,"italian, continental",kalyan nagar,banaswadi,The Story Wall Bistro
The Street Kitchen,quick bites,3.7,16,300.0,Yes,No,"north indian, fast food, chinese, beverages",malleshwaram,new bel road,The Street Kitchen
The Studio Bar,lounge,4.0,775,1400.0,No,No,"italian, american, north indian",malleshwaram,malleshwaram,The Studio Bar
The Studio Cafe,cafe,3.8,20,400.0,No,No,"cafe, beverages",basavanagudi,jayanagar,The Studio Cafe
The Sugar Factory - Le Meridien,club,3.9,628,2000.0,No,No,finger food,lavelle road,sankey road,The Sugar Factory - Le Meridien
The Sugar Fairy,bakery,4.3,241,100.0,No,No,"bakery, desserts",frazer town,frazer town,The Sugar Fairy
The Sugar Therapy,"dessert parlor, bakery",3.8,25,500.0,No,No,"desserts, bakery",brigade road,richmond road,The Sugar Therapy
The Sweet Spot,dessert parlor,4.0,157,300.0,No,No,desserts,koramangala 4th block,koramangala 6th block,The Sweet Spot
The Table,bakery,3.8,42,400.0,Yes,No,"bakery, desserts",old airport road,indiranagar,The Table
The Taj Hotel,quick bites,3.5,12,350.0,No,No,"biryani, mughlai",basavanagudi,city market,The Taj Hotel
The Tandoori Chai,quick bites,3.9,60,400.0,Yes,No,"north indian, fast food, street food, beverages","byresandra,tavarekere,madiwala",hsr,The Tandoori Chai
The Tao Terraces,casual dining,3.9,1937,2100.0,Yes,Yes,"thai, japanese, korean, burmese, chinese",lavelle road,mg road,The Tao Terraces
The Taste Adda,quick bites,2.8,40,200.0,No,No,"north indian, fast food, beverages",brigade road,ulsoor,The Taste Adda
The Taste Players,casual dining,3.7,51,500.0,Yes,No,"north indian, chinese, mughlai, biryani",whitefield,whitefield,The Taste Players
The Teal Door Cafe,cafe,4.2,1852,800.0,Yes,No,"cafe, continental",indiranagar,indiranagar,The Teal Door Cafe
The Terminus - The Oterra,lounge,4.0,119,2500.0,No,Yes,"finger food, continental",electronic city,electronic city,The Terminus - The Oterra
The Terrace at Gilly's Redefined,"microbrewery, casual dining",4.5,905,1400.0,No,Yes,"continental, finger food, asian, north indian",koramangala 6th block,koramangala 4th block,The Terrace at Gilly's Redefined
